NC-PSC 35.5884 -120.4279 326.0
NC-PSM 36.0688 -120.5962 957.0
NC-PTA 35.3925 -120.7078 802.0
NC-PTQ 34.5819 -120.5740 448.0
NC-PTR 35.6542 -120.2133 594.0
NN-BEN 37.7154 -118.5741 2476.0
NN-BON 37.9551 -118.3027 2582.0
NN-CAS 37.5757 -118.5539 2295.0
NN-CHS 37.6549 -118.9058 2417.0
NN-FLV 37.8139 -117.9104 1689.0
NN-FMT 36.6375 -116.7835 1079.0
NN-GMN 37.3003 -117.2607 2168.0
NN-GVN 36.9998 -117.3444 844.0
NN-GWY 36.1860 -116.6698 1538.0
NN-LCH 37.2329 -117.6459 1414.0
NN-MCA 36.6465 -117.2814 303.0
NN-PAN 36.3932 -117.0997 1682.0
NN-QSM 35.9650 -116.8691 385.0
NN-SHP 36.5047 -115.1567 1632.0
NN-SLK 37.8344 -119.1297 2465.0
NN-TMO 36.8047 -117.4044 2170.0
NP-286 32.9548 -115.8243 218.0
NP-5030 34.5215 -117.9910 856.0
NP-5036 34.1926 -117.4274 618.0
NP-5037 34.0047 -117.2240 590.0
NP-5051 32.9292 -115.7006 18.0
NP-5062 33.1775 -115.6156 -64.0
NP-5080 34.0783 -118.6939 413.0
NP-5081 34.0838 -118.5990 203.0
NP-5229 34.0487 -117.2512 356.0
NP-5232 33.7077 -116.7174 1429.0
NP-5241 33.5124 -116.8003 1043.0
NP-5245 34.1060 -117.2887 316.0
NP-5271 33.3526 -115.7332 -96.0
NP-5288 33.6973 -118.0249 1.0
NP-5326 34.1050 -117.2827 309.0
NP-5337 34.1400 -117.2939 364.0
NP-5371 34.2059 -117.3671 567.0
NP-5399 33.9438 -118.4139 4.0
NP-5402 34.0762 -118.3959 39.0
NP-5403 34.3970 -119.2987 124.0
NP-5409 34.2340 -117.4824 840.0
NP-5425 34.2772 -118.5597 362.0
NP-5430 33.1981 -117.3782 25.0
NP-5431 34.2186 -118.8680 249.0
NP-5434 34.0848 -118.8638 413.0
NP-5442 34.0490 -116.9403 1533.0
NP-5443 33.8445 -116.3108 188.0
NP-5444 33.6346 -116.0953 -10.0
NP-5479 34.0503 -117.2774 326.0
NP-5480 34.7031 -118.4257 942.0
NP-5481 34.5993 -118.4537 918.0
NP-5482 32.7372 -115.9944 118.0
NP-5492 34.2001 -118.3604 223.0
NP-5499 33.9405 -118.4207 30.0
NP-655 34.3109 -118.4967 363.0
NP-BBA 34.1955 -118.3534 182.0
NP-BBB 33.3526 -115.7332 -96.0
NP-BVH 34.0762 -118.3959 39.0
NP-FLL 34.3973 -118.9181 103.0
NP-JAB 34.3109 -118.4967 363.0
NP-JGB 34.3131 -118.4992 363.0
NP-LAX 33.9438 -118.4139 4.0
NP-LT2 34.5215 -117.9910 856.0
NP-LTR 34.5211 -117.9903 855.0
NP-OKV 34.3970 -119.2987 124.0
NP-TCF 34.0838 -118.5990 203.0
PB-B079 35.7157 -120.2057 436.6
PB-B081 33.7112 -116.7142 1467.0
PB-B082 33.5982 -116.5960 1374.8
PB-B084 33.6116 -116.4564 1271.0
PB-B086 33.5575 -116.5310 1392.0
PB-B087 33.4955 -116.6027 1139.0
PB-B093 33.5937 -116.7641 1229.6
PB-B900 35.6860 -120.0030 219.5
PB-B901 35.6897 -120.1420 275.3
PB-B916 36.1925 -117.6685 1859.9
PB-B917 35.4053 -117.2588 1192.0
PB-B918 35.9357 -117.6017 1042.6
PB-B921 35.5865 -117.4622 694.5
PG-BL 35.5338 -120.9067 457.0
PG-DCD 35.2122 -120.8408 238.0
PG-DPD 35.2330 -120.7817 488.0
PG-EC 35.3333 -120.7182 259.0
PG-ML 35.3225 -120.6025 762.0
PG-NP 35.0863 -120.4725 452.0
PG-OC 34.8500 -120.4772 244.0
PG-PB 35.7090 -121.2715 183.0
PG-PS 34.9022 -120.6217 378.0
PG-VPD 35.2399 -120.8690 435.0
SB-BVDA 33.3267 -116.3671 232.0
SB-GVDA 33.6689 -116.6738 1341.0
SB-WLA 33.0976 -115.5306 -61.5
SN-AMD 36.4526 -116.2818 775.4
SN-LEC 36.5627 -116.6905 1113.0
SN-SGR 36.9804 -117.0336 1560.0
SN-TIM 37.0667 -116.4703 1871.0
TA-109C 32.8889 -117.1051 150.0
TA-214A 31.9559 -112.8115 543.0
TA-HELL 36.6801 -119.0228 1145.0
TA-S08C 37.4993 -118.1711 3087.0
TA-V04C 35.6360 -120.8699 431.0
TA-V05C 35.8667 -119.9028 118.0
TA-W12A 35.3010 -114.8701 774.5
TA-Y13A 33.8142 -113.8287 356.9
WR-CSP 34.2980 -117.3583 1239.0
WR-FRI 36.9920 -119.7080 119.0
WR-PEC 33.8920 -117.1613 582.0
WR-PYR 34.5678 -118.7419 1209.0
WR-SLD 37.0747 -121.2205 443.0
ZY-APBC 32.6289 -115.2485 2239.0
ZY-AQUA 33.9320 -116.3802 458.0
ZY-BCPP 34.2024 -118.6986 450.0
ZY-BNJI 34.1625 -116.3210 827.0
ZY-BRCC 34.0721 -116.3915 1207.0
ZY-BRCJ 34.0690 -116.3923 1223.0
ZY-BRCY 34.3074 -118.6037 610.0
ZY-BRDO 33.8296 -116.1490 483.0
ZY-CGTS 34.9514 -116.8639 694.0
ZY-COON 32.7539 -115.9509 78.0
ZY-COVF 34.0302 -116.3482 1638.0
ZY-CPCP 34.2114 -118.6081 250.0
ZY-CSNR 34.2431 -118.5314 240.0
ZY-CWHP 34.2589 -118.5730 290.0
ZY-DWSR 33.7658 -116.5461 162.0
ZY-EDC1 33.9166 -116.3266 480.0
ZY-EDCY 33.9038 -116.3364 377.0
ZY-EDOM 33.8696 -116.4298 454.0
ZY-EORD 34.6561 -116.7180 1160.0
ZY-ERWL 34.2349 -116.7984 2102.0
ZY-FIRE 34.0486 -116.5780 749.0
ZY-FORF 34.0883 -116.9205 1596.0
ZY-GPOE 34.4227 -116.7169 894.0
ZY-GRAC 34.2668 -116.3882 913.0
ZY-GRAV 34.1870 -116.7198 2454.0
ZY-GVBC 32.3028 -115.0764 2774.0
ZY-HDVL 34.0098 -116.1685 1231.0
ZY-HILL 34.3614 -116.4541 891.0
ZY-IRON 34.6167 -116.5671 1152.0
ZY-JFPP 34.3120 -118.4960 355.0
ZY-JFRG 34.0457 -116.6215 862.0
ZY-KEYV 33.9262 -116.1816 1515.0
ZY-KSRG 34.0596 -118.4736 70.0
ZY-LA00 34.1062 -118.4542 245.0
ZY-LA01 34.1317 -118.4394 350.0
ZY-LA03 34.0900 -118.3390 50.0
ZY-LADY 34.1306 -116.3139 811.0
ZY-LMVR 33.9929 -116.5241 406.0
ZY-LPMA 34.3603 -116.4192 733.0
ZY-MGD 33.1888 -116.7606 1300.0
ZY-MLDN 32.6520 -115.8249 0.1
ZY-MPKP 34.2871 -118.8816 240.0
ZY-NHFS 34.1993 -118.3979 190.0
ZY-NMHP 34.2315 -118.5507 221.0
ZY-NWHP 34.3880 -118.5332 350.0
ZY-OCBC 32.6312 -115.4505 4.0
ZY-OCCM 32.6463 -115.8785 0.1
ZY-OWL1 36.3856 -117.8597 1168.0
ZY-OYSB 32.7188 -115.8557 0.1
ZY-PIRU 34.4127 -118.7963 180.0
ZY-PNTO 32.6698 -115.7659 0.0
ZY-PWGB 34.3322 -118.7171 490.0
ZY-RESB 34.2968 -118.5507 490.0
ZY-RIMR 34.1865 -116.4634 1099.0
ZY-SDCE 33.9347 -116.4043 416.0
ZY-SFMI 34.2708 -118.4612 261.0
ZY-SFPW 34.2876 -118.4245 308.0
ZY-SHCM 32.6482 -115.7624 0.1
ZY-SHF2 32.9333 -115.7039 17.0
ZY-SHF7 32.9440 -115.7180 4.0
ZY-SMGC 34.4221 -118.6708 370.0
ZY-SMIP 34.2632 -118.6673 300.0
ZY-SSAP 34.2309 -118.7135 350.0
ZY-TNVC 33.9237 -118.1977 -5.0
ZY-UCVF 34.0108 -116.3060 1441.0
ZY-UGGP 34.7499 -116.6606 857.0
ZY-USG 32.7859 -115.8495 0.0
ZY-VIPC 34.0177 -116.1903 1246.0
ZY-VVST 34.3596 -116.5789 912.0
ZY-WAGN 32.6914 -115.9289 0.1
ZY-WWS2 33.9460 -116.6446 511.0
ZY-WWS5 33.9442 -116.6450 505.0
ZY-YKNF 34.2075 -116.4457 1094.0
